Song,Tempo,Chroma,MFCC,Chords
Marshmello & Anne-Marie - FRIENDS (Lyric Video) ＊OFFICIAL FRIENDZONE ANTHEM＊,[95.703125],"[0.47826918959617615, 0.4483315944671631, 0.4963282644748688, 0.4086724817752838, 0.42785802483558655, 0.33048757910728455, 0.2934137284755707, 0.3162759840488434, 0.3759787678718567, 0.47985267639160156, 0.3798587918281555, 0.43442997336387634]","[-79.40165710449219, 112.22474670410156, -39.03331756591797, 41.51860046386719, -24.280595779418945, 27.8078556060791, -23.40872573852539, 18.632522583007812, -9.73753833770752, -1.6498234272003174, -2.2639362812042236, -1.1021883487701416, -8.08584976196289]","[9, 10, 11, 5, 9, 10, 7, 8, 9, 4, 5, 6, 2, 6, 9, 9, 10, 11, 2, 5, 11, 1, 2, 5, 1, 2, 8, 2, 8, 9]"
Marshmello ft. Bastille - Happier (Official Lyric Video),[99.38401442],"[0.45594629645347595, 0.3980872631072998, 0.4232880175113678, 0.393046110868454, 0.4617457687854767, 0.56776362657547, 0.4105149507522583, 0.42402660846710205, 0.3716070353984833, 0.44190776348114014, 0.369841992855072, 0.34919533133506775]","[-71.11624908447266, 126.33253479003906, -29.019453048706055, 34.458072662353516, -18.17568016052246, 25.538419723510742, -26.327320098876953, 18.428016662597656, -11.789227485656738, 3.000878095626831, -9.779937744140625, 1.855940580368042, -1.8724020719528198]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Marwa Loud - Bad Boy ( Official  Music Audio),[129.19921875],"[0.5403889417648315, 0.375095933675766, 0.35107144713401794, 0.3738556206226349, 0.48938077688217163, 0.40093258023262024, 0.3181438744068146, 0.3582405149936676, 0.3510062098503113, 0.46180829405784607, 0.3715052902698517, 0.4344317317008972]","[-186.87136840820312, 147.48191833496094, 7.263666152954102, 25.350704193115234, -1.5870389938354492, 23.605180740356445, -12.753167152404785, 4.458869457244873, -6.438304424285889, -2.5999014377593994, 2.5511250495910645, 5.6620049476623535, -0.1342143416404724]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Matthaios - Vibe Check (Official Lyric Video) ft. Lonezo,[147.65625],"[0.3895781338214874, 0.3635363280773163, 0.4087640345096588, 0.40302544832229614, 0.45851579308509827, 0.4432700574398041, 0.46466150879859924, 0.5305644869804382, 0.43892091512680054, 0.46346360445022583, 0.44228658080101013, 0.46381866931915283]","[-195.34593200683594, 141.6938934326172, -14.967386245727539, 51.21482467651367, -5.947747707366943, 14.346237182617188, -10.738970756530762, 5.063723087310791, -9.847517967224121, 0.5209058523178101, -5.613077640533447, -3.3553342819213867, -2.047548294067383]","[9, 10, 11, 1, 2, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 7, 8, 11, 7, 8, 11, 7, 8, 11, 7, 8, 11, 0, 7, 11]"
"MEDUZA, Becky Hill, Goodboys - Lose Control (Lyric Video)",[123.046875],"[0.5469852089881897, 0.40282735228538513, 0.5064409375190735, 0.5497927665710449, 0.44599899649620056, 0.44706693291664124, 0.372676819562912, 0.43881767988204956, 0.36216986179351807, 0.3507664203643799, 0.38778719305992126, 0.41348737478256226]","[-144.50401306152344, 117.27435302734375, -20.961124420166016, 43.55367660522461, -28.78544807434082, 28.130481719970703, -13.975667953491211, 14.2034912109375, -6.706989765167236, 3.447733163833618, -1.5885651111602783, 3.7885611057281494, 4.082751274108887]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Melanie Martinez - Play Date (Official Audio),[123.046875],"[0.40555912256240845, 0.3716581463813782, 0.43290841579437256, 0.35375863313674927, 0.38584187626838684, 0.42425280809402466, 0.3335644006729126, 0.4400668144226074, 0.3801177442073822, 0.46969810128211975, 0.3691598176956177, 0.2985787093639374]","[-126.92181396484375, 129.41668701171875, -24.101123809814453, 42.0006217956543, -20.156719207763672, 13.545719146728516, -14.887452125549316, 4.545393943786621, -12.382396697998047, 0.12062333524227142, -1.869890570640564, -3.711426019668579, -6.767663478851318]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 1, 2, 3, 2, 7, 8, 1, 7, 8, 1, 5, 6, 5, 6, 7, 6, 7, 8]"
"Mellaga Tellarindoi Full Video Song ｜｜ Shatamanam Bhavati Video Songs  ｜｜ Sharwanand, Anupama",[92.28515625],"[0.38066917657852173, 0.4198426604270935, 0.364948570728302, 0.47142940759658813, 0.2921237647533417, 0.2607578933238983, 0.34759196639060974, 0.3690774738788605, 0.48992377519607544, 0.39712634682655334, 0.43570268154144287, 0.4140631854534149]","[-106.66012573242188, 121.4445571899414, -7.2238569259643555, 40.46934509277344, -21.45978546142578, 32.4911994934082, -22.75103187561035, 19.124292373657227, -10.946381568908691, 5.390653610229492, -13.377717018127441, 7.5079345703125, -6.488699436187744]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
MGMT - Little Dark Age (Audio),[97.50884434],"[0.5766196846961975, 0.689203679561615, 0.5549106001853943, 0.4664405882358551, 0.44976913928985596, 0.45157691836357117, 0.461618572473526, 0.429059773683548, 0.514548659324646, 0.5144400596618652, 0.46122607588768005, 0.5364164710044861]","[-129.4552001953125, 157.14768981933594, -22.163650512695312, 44.590816497802734, -5.479772567749023, 16.98300552368164, -4.116243839263916, 6.859219074249268, 1.9652563333511353, 3.582245111465454, 1.0950257778167725, 6.471604824066162, -0.7502179145812988]","[2, 3, 4, 2, 4, 5, 0, 10, 11, 0, 1, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11, 0, 10, 11]"
Michael Bublé - Sway (Sped Up),[107.66601562],"[0.4031177759170532, 0.47603338956832886, 0.4026412069797516, 0.30633965134620667, 0.2693611681461334, 0.28188854455947876, 0.32652920484542847, 0.3031141757965088, 0.3638797402381897, 0.40570345520973206, 0.3174039125442505, 0.3562581241130829]","[-139.55946350097656, 153.20950317382812, -43.19963836669922, 41.22020721435547, -12.735572814941406, 14.300100326538086, -7.9603142738342285, 6.260705471038818, -4.197418212890625, -2.736318826675415, -2.654325485229492, -3.2760009765625, -0.4574436843395233]","[9, 10, 11, 3, 4, 5, 0, 10, 11, 0, 1, 11, 8, 10, 11, 0, 10, 11, 7, 10, 11, 6, 7, 10, 4, 6, 10, 4, 6, 7]"
Mirchi   Mirchi 2013 by Chinna Ponnu mp3,[152.02702703],"[0.39911195635795593, 0.36943283677101135, 0.3764817416667938, 0.3971642851829529, 0.4538167119026184, 0.39136645197868347, 0.4444531500339508, 0.37721672654151917, 0.3331700563430786, 0.37835264205932617, 0.4049322307109833, 0.49590444564819336]","[-148.93618774414062, 139.56570434570312, -43.95705795288086, 38.30021667480469, -16.59340476989746, 19.7618350982666, -11.778996467590332, 4.981770992279053, 5.955107688903809, -6.682652950286865, 3.4455244541168213, -5.44840145111084, 4.6940178871154785]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 1, 5, 0, 7, 8, 5, 6, 7, 5, 7, 8, 7, 8, 11, 0, 1, 8, 1, 6, 8]"
"Mirchi Mirchi Song with Lyrics - Mirchi Songs - Prabhas, Anushka, Richa, DSP - Aditya Music Telugu",[151.99908088],"[0.43508976697921753, 0.37755087018013, 0.3969589173793793, 0.42016711831092834, 0.4547736346721649, 0.3848499655723572, 0.41554081439971924, 0.37289077043533325, 0.3399559259414673, 0.396686851978302, 0.4224807024002075, 0.5099793672561646]","[-121.24222564697266, 136.52792358398438, -37.984275817871094, 32.72475814819336, -11.537859916687012, 20.020227432250977, -16.907516479492188, 10.756407737731934, -1.5480607748031616, 0.3828898072242737, -5.190814971923828, 3.0074453353881836, -1.1843647956848145]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 0, 10, 11, 0, 10, 11, 0, 1, 10]"
"Mirchi Songs ｜ Idedo Bagundi Video Song ｜ Latest Telugu Songs ｜ Prabhas, Anushka @SriBalajiMovies",[123.046875],"[0.4315164387226105, 0.3545650541782379, 0.35941043496131897, 0.4392816424369812, 0.40003055334091187, 0.4797215759754181, 0.3635176420211792, 0.39721572399139404, 0.39753517508506775, 0.3427623510360718, 0.36867982149124146, 0.3561042547225952]","[-160.26708984375, 129.72959899902344, -4.556385040283203, 40.34334182739258, -5.529551029205322, 26.406923294067383, -7.223956108093262, 11.468576431274414, -5.597347259521484, 1.3780280351638794, -1.396891713142395, 5.013834476470947, -0.5363535284996033]","[9, 10, 11, 9, 10, 11, 0, 1, 11, 5, 6, 7, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6]"
Miss YOU!,[92.28515625],"[0.6028780341148376, 0.5491771101951599, 0.5395891666412354, 0.5307186245918274, 0.4983521103858948, 0.5258774161338806, 0.5815332531929016, 0.6367452144622803, 0.6909743547439575, 0.7444201111793518, 0.6872035264968872, 0.6126810312271118]","[-150.97293090820312, 104.60489654541016, -26.33694076538086, 37.122257232666016, -18.554868698120117, 34.37786102294922, -12.354791641235352, 13.353044509887695, 6.355441093444824, 9.491316795349121, 0.9599666595458984, 0.826244592666626, 5.294797897338867]","[0, 2, 3, 9, 10, 11, 8, 9, 10, 8, 9, 10, 7, 8, 9, 4, 5, 6, 0, 4, 5, 4, 5, 6, 0, 1, 11, 5, 6, 8]"
MISSIO - Twisted (Audio),[97.50884434],"[0.5523722767829895, 0.49537965655326843, 0.5073634386062622, 0.5341971516609192, 0.6440022587776184, 0.500983715057373, 0.4286583662033081, 0.4513888657093048, 0.4248909652233124, 0.4226718246936798, 0.45169076323509216, 0.5865331888198853]","[-105.55071258544922, 121.41461181640625, -41.38298797607422, 45.95705032348633, -21.180831909179688, 28.024261474609375, -5.01507568359375, 21.720489501953125, -3.7172069549560547, 8.293386459350586, 0.41244080662727356, 4.432511329650879, 3.0311896800994873]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
Money Trees,[143.5546875],"[0.5196186304092407, 0.5610674619674683, 0.5748767256736755, 0.5699153542518616, 0.6053418517112732, 0.5902305245399475, 0.5704017281532288, 0.5797492861747742, 0.5234833359718323, 0.5125315189361572, 0.5033095479011536, 0.5164529085159302]","[-144.8362274169922, 123.56470489501953, -8.903586387634277, 51.25002670288086, -6.953629970550537, 29.970470428466797, -9.804441452026367, 3.01060152053833, 7.111729621887207, -1.2363888025283813, -0.8932930827140808, 6.235495567321777, 2.734053373336792]","[0, 1, 11, 9, 10, 11, 9, 10, 11, 7, 10, 11, 6, 7, 11, 6, 7, 11, 6, 7, 11, 5, 6, 11, 5, 6, 11, 5, 6, 7]"
Moneybagg Yo - See Wat I'm Sayin (AUDIO),[139.67483108],"[0.506645143032074, 0.539331316947937, 0.5604697465896606, 0.6757193803787231, 0.7409718632698059, 0.7555186152458191, 0.717690646648407, 0.6287906169891357, 0.5923148989677429, 0.5181236863136292, 0.4705342650413513, 0.44416573643684387]","[-168.1968536376953, 123.52410125732422, 5.760367393493652, 45.832740783691406, -14.940542221069336, 36.47459411621094, -3.19119930267334, 12.69694709777832, 1.6578917503356934, 13.692683219909668, 0.7103570699691772, 1.6436125040054321, 14.8843994140625]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 5, 9, 10, 0, 1, 11, 0, 5, 11, 0, 1, 11, 0, 2, 10, 0, 2, 3, 2, 3, 4]"
Mood audio edit Ft. Zero Two,[109.95678191],"[0.271047979593277, 0.23466289043426514, 0.26262885332107544, 0.3394411504268646, 0.333448588848114, 0.31147605180740356, 0.22960838675498962, 0.26094380021095276, 0.3409106135368347, 0.28639787435531616, 0.3553506135940552, 0.3235611319541931]","[-197.57850646972656, 149.87811279296875, -43.470008850097656, 21.045570373535156, -34.45143127441406, -9.716384887695312, -12.429814338684082, -20.454593658447266, -4.785803318023682, -14.1006441116333, -4.846169471740723, -9.542190551757812, -5.863856792449951]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 1, 9, 10, 0, 1, 2, 0, 1, 2, 1, 2, 4, 0, 3, 4, 0, 3, 4]"
Morgan Wallen - Last Night (Audio Only),[101.33272059],"[0.3797597587108612, 0.554675817489624, 0.32893747091293335, 0.35489654541015625, 0.30598995089530945, 0.39464071393013, 0.5152108669281006, 0.35703936219215393, 0.37972813844680786, 0.34391939640045166, 0.44965240359306335, 0.3133329749107361]","[-117.3812255859375, 158.89227294921875, -38.84981918334961, 19.051233291625977, -11.920022964477539, 22.273557662963867, -20.003232955932617, 11.247026443481445, -12.3715181350708, -2.282423496246338, -4.608510971069336, -7.386218547821045, -0.6091669797897339]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 4, 5, 6, 8, 9, 11, 7, 8, 11]"
Mother Mother - Hayloft II (Official Lyric Video),[89.10290948],"[0.6650251746177673, 0.5350674390792847, 0.513787031173706, 0.5274025201797485, 0.6031998991966248, 0.4962818920612335, 0.4634324014186859, 0.5111466646194458, 0.5342583656311035, 0.5250903367996216, 0.5198071002960205, 0.6448752284049988]","[-78.78741455078125, 145.97459411621094, -40.544029235839844, 42.1212158203125, -8.341240882873535, 24.749719619750977, -5.917036533355713, 14.96466064453125, -0.25972628593444824, 9.512735366821289, 3.3755156993865967, 4.926126003265381, 3.346881866455078]","[9, 10, 11, 9, 10, 11, 7, 8, 9, 7, 8, 9, 1, 5, 6, 4, 5, 6, 1, 5, 6, 0, 1, 2, 0, 1, 11, 0, 10, 11]"
Mother Mother - Hayloft,[191.40625],"[0.5206679701805115, 0.4354417026042938, 0.4260958433151245, 0.45547059178352356, 0.5602118372917175, 0.4786037504673004, 0.4021614193916321, 0.4785192012786865, 0.5306603908538818, 0.5975286364555359, 0.5130316615104675, 0.5775593519210815]","[-55.1315803527832, 133.97802734375, -51.41693878173828, 49.185211181640625, -6.362626552581787, 30.438732147216797, -16.14785385131836, 22.395648956298828, -8.201799392700195, 14.554073333740234, 0.9069055318832397, 5.276510715484619, -3.0181612968444824]","[9, 10, 11, 9, 10, 11, 0, 10, 11, 0, 1, 11, 1, 2, 3, 0, 1, 9, 0, 6, 7, 5, 6, 7, 5, 6, 7, 5, 6, 7]"
Mother Mother - Verbatim (Official English Lyric Video),[156.60511364],"[0.50521320104599, 0.47347211837768555, 0.5143064260482788, 0.5169225335121155, 0.424159973859787, 0.4093513488769531, 0.40376153588294983, 0.448499470949173, 0.45785969495773315, 0.45121732354164124, 0.46695294976234436, 0.4625643193721771]","[-150.71188354492188, 136.215576171875, -30.384218215942383, 30.19289779663086, -12.195677757263184, 13.929117202758789, -14.040061950683594, 16.998220443725586, -6.560230255126953, 6.160045146942139, 1.4963233470916748, 3.152207136154175, 3.8932342529296875]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 4, 9, 10, 1, 2, 11, 1, 2, 5, 1, 2, 10, 1, 2, 9, 2, 3, 9]"
my marmalade - katya lel [sped up tiktok version],[132.51201923],"[0.4232836365699768, 0.4623483717441559, 0.5948177576065063, 0.5352105498313904, 0.5969305634498596, 0.5274881720542908, 0.42246267199516296, 0.4265039563179016, 0.47271427512168884, 0.5772568583488464, 0.40101733803749084, 0.3992924988269806]","[-85.16989135742188, 123.06857299804688, -14.648755073547363, 45.049564361572266, -18.16858673095703, 32.857330322265625, -18.797815322875977, 21.833057403564453, -11.871904373168945, 14.736361503601074, -2.664196252822876, 6.626536846160889, -0.9588097929954529]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 2, 3, 10, 2, 3, 9, 1, 2, 6]"
My Ordinary Life-The Living Tombstone,[87.890625],"[0.6130679845809937, 0.5666736364364624, 0.5905947089195251, 0.559929609298706, 0.5796942114830017, 0.5723581314086914, 0.5574241280555725, 0.5509198307991028, 0.5392113327980042, 0.5323776602745056, 0.4929269552230835, 0.5458250641822815]","[-163.64097595214844, 147.7427520751953, -23.939130783081055, 35.01814651489258, -2.838378667831421, 21.065031051635742, 1.9703861474990845, 14.512075424194336, 8.860198020935059, 8.082952499389648, 1.8603873252868652, 2.705169677734375, 2.8395628929138184]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
My Ordinary Life,[87.59269068],"[0.6472511887550354, 0.5595457553863525, 0.5960032343864441, 0.5621975660324097, 0.6031876802444458, 0.5523500442504883, 0.5242986679077148, 0.5420546531677246, 0.5519958138465881, 0.5630322694778442, 0.5359185934066772, 0.6239799857139587]","[-102.79412841796875, 148.69166564941406, -28.988540649414062, 46.64039611816406, -5.472495079040527, 27.890239715576172, -2.018794298171997, 19.410184860229492, 8.027552604675293, 8.55510139465332, 3.396688938140869, 1.7950258255004883, 6.363278388977051]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 1, 6, 7, 3, 4, 5, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6]"
My Salsa (Remix),[120.18531977],"[0.3391786217689514, 0.46548134088516235, 0.3957899212837219, 0.3087577819824219, 0.3156302869319916, 0.4194961488246918, 0.5523017048835754, 0.46475303173065186, 0.5459510684013367, 0.6083774566650391, 0.4585799276828766, 0.3796413242816925]","[-197.03179931640625, 137.06993103027344, -20.58452033996582, 44.06364822387695, -7.0143537521362305, 22.499034881591797, -9.55948543548584, 10.580949783325195, -9.402613639831543, -3.7686221599578857, -1.4837769269943237, -4.664522647857666, -1.293470025062561]","[6, 7, 11, 9, 10, 11, 9, 10, 11, 6, 7, 11, 5, 10, 11, 1, 9, 10, 1, 2, 3, 1, 3, 5, 1, 3, 5, 1, 7, 8]"
Naayak Movie Songs ｜ Nellorae Full Video Song ｜ Latest Telugu Superhits @SriBalajiMovies,[101.33272059],"[0.41888245940208435, 0.45840638875961304, 0.42352575063705444, 0.39769861102104187, 0.40345045924186707, 0.37053611874580383, 0.4619421362876892, 0.34938937425613403, 0.37686488032341003, 0.40685251355171204, 0.3822340667247772, 0.48921871185302734]","[-107.72825622558594, 147.3258514404297, -4.222580432891846, 22.349241256713867, -22.395160675048828, 21.529048919677734, -22.734739303588867, 12.708673477172852, -11.789957046508789, 4.041092395782471, -5.1226701736450195, 4.456660270690918, -3.4621002674102783]","[9, 10, 11, 9, 10, 11, 0, 1, 11, 7, 8, 9, 5, 8, 9, 7, 8, 9, 9, 10, 11, 8, 9, 10, 6, 7, 8, 6, 7, 11]"
Naughty Boy - La La La (Official Audio)  ft. Sam Smith,[126.04801829],"[0.44327619671821594, 0.5787697434425354, 0.4483926296234131, 0.41056135296821594, 0.4787103533744812, 0.4496140778064728, 0.5241631269454956, 0.35689595341682434, 0.37855684757232666, 0.3958851397037506, 0.3572264015674591, 0.4196426272392273]","[-108.88117980957031, 126.71859741210938, -16.352703094482422, 51.584537506103516, -8.241381645202637, 23.265899658203125, -13.79802131652832, 7.553891658782959, -7.582313537597656, 4.3790764808654785, 2.1722960472106934, -0.7010126709938049, 1.4290307760238647]","[9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11, 9, 10, 11]"
"Neeli Rangu Cheeralona Full Video Song ｜｜ Govindudu Andarivadele Video Songs ｜｜ Ram Charan, Kajal",[161.49902344],"[0.5075291991233826, 0.43523404002189636, 0.44362011551856995, 0.4836600422859192, 0.4947674870491028, 0.6181856393814087, 0.48295703530311584, 0.45661839842796326, 0.3970798850059509, 0.3595868945121765, 0.40035760402679443, 0.40868473052978516]","[-124.7104263305664, 135.4195098876953, -13.21774959564209, 51.369083404541016, -5.943953990936279, 26.189483642578125, -9.5453462600708, 13.696004867553711, -8.154180526733398, 5.546921730041504, -4.374216079711914, -0.16165564954280853, 2.512674331665039]","[9, 10, 11, 1, 2, 5, 0, 2, 11, 4, 5, 6, 2, 3, 4, 2, 3, 4, 4, 5, 6, 4, 5, 6, 4, 5, 6, 4, 5, 6]"
Nemali Kulukula Song ｜ N. C. Karunya & Swetha Mohan Performance ｜ Swarabhishekam ｜ 11th August 2024｜,[97.50884434],"[0.5236530900001526, 0.42224493622779846, 0.4029427468776703, 0.40734708309173584, 0.39455127716064453, 0.42328494787216187, 0.38178882002830505, 0.4073377847671509, 0.345915824174881, 0.3393625319004059, 0.392374724149704, 0.3986693322658539]","[-203.5643768310547, 107.39762878417969, -15.685620307922363, 59.24070358276367, -25.27208137512207, 29.002235412597656, -9.768468856811523, 10.131699562072754, -4.632226467132568, 2.003507375717163, -4.590007305145264, -5.9885945320129395, 2.9702820777893066]","[1, 2, 3, 0, 1, 2, 1, 2, 9, 1, 2, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 11, 0, 1, 2, 0, 1, 2]"
